Fri Apr 23 16:10:32 2021    output.dat

         899508 function calls (875517 primitive calls) in 1.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:44(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:129(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\annotations\type_annotations.py:56(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\bar_chart.py:33(_BarChartBase)
       72    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\pprint.py:89(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2172(TextParser)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:520(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\itanium_mangler.py:182(mangle_templated_ident)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler.py:429(define_pipelines)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:262(__set__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\filters.py:261(FilterColumn)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\fill.py:182(GradientFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\label.py:74(DataLabel)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\axis.py:254(TextAxis)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\properties.py:42(GroupLocking)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\module.py:132(get_global)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:215(_resolve_builtin_function_type)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:1083(__init__)
       11    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\postproc.py:37(cfg)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:308(declare_env_global)
        4    0.000    0.000    0.020    0.005 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:1030(wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\page.py:167(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\related.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\image.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chartsheet\views.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\utils.py:418(unified_function_type)
       14    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:54(decorate)
       53    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1441(backbone)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:429(declare_function)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\builtins.py:544(generic)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ssa.py:36(_run_ssa)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:64(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\colors.py:337(ColorChoice)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\fields.py:243(Text)
       13    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\distutils\version.py:302(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\copyreg.py:90(__newobj__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\ctypes\__init__.py:510(string_at)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       22    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:263(is_dict_like)
       39    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
       40    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:1065(bound_function)
        2    0.000    0.000    0.052    0.026 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:621(from_return)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arrayobj.py:166(normalize_indices)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arrayobj.py:510(array_len)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\inline_closurecall.py:143(_inline_reduction)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\record.py:34(Record)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\sparse\_index.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\utils.py:234(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\containers.py:34(__init__)
       44    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\misc.py:119(key)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:1107(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:1258(is_terminated)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:1399(from_native_value)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\registry.py:92(__getitem__)
        1    0.000    0.000    0.021    0.021 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:967(_finalize_specific)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1278(_close_and_return_root)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1636(_default)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\differential.py:54(DifferentialStyleList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\cell\text.py:65(InlineFont)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\title.py:25(Title)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\special_matrices.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:559(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\runtime\context.py:1(<module>)
       21    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:102(decorate)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:325(err_set_none)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\analysis.py:378(resolve_input_arg_const)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:515(type_may_always_need_nrt)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:1000(make_array)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\header_footer.py:132(HeaderFooterItem)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\filters.py:204(DateGroupItem)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\line_chart.py:21(_LineChartBase)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pivot.py:37(PivotFormat)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\collections.py:43(generic)
       42    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:265(mgr_locs)
       75    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2813(parseImpl)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\decorators.py:188(_jit)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:622(number_float)
        2    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arrayobj.py:406(_getitem_array_generic)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\options.py:30(set_flags)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\sre_parse.py:258(getwhile)
       34    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3145(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler.py:484(define_typed_pipeline)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:591(get_getattr)
       16    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:56(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\differential.py:23(DifferentialStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\header_footer.py:231(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\header_footer.py:214(HeaderFooter)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\marker.py:28(Marker)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chartsheet\properties.py:3(<module>)
      4/3    0.000    0.000    0.491    0.164 C:\Users\DALab\anaconda3\lib\importlib\__init__.py:109(import_module)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:693(_asStringList)
       44    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:328(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:471(as_data)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:390(binop)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:279(err_occurred)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:1324(op_STORE_SUBSCR)
        2    0.000    0.000    0.053    0.026 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:667(get_returned_value)
       12    0.000    0.000    0.036    0.003 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\entrypoints.py:10(init_all)
        1    0.000    0.000    0.005    0.005 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\child.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:428(ListStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\line_chart.py:89(LineChart3D)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\drawing.py:3(<module>)
        1    0.000    0.000    0.018    0.018 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\_sketches.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\copyreg.py:99(_slotnames)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\zipfile.py:1526(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:13(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:308(__setattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:496(pack_value)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:23(Relationship)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:44(WorksheetProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:18(ReadOnlyWorksheet)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\cell\text.py:146(Text)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\comments\__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:81(_AnchorBase)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\bar_chart.py:64(BarChart)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\smart_tags.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\sparse\dok.py:23(dok_matrix)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\pprint.py:419(_pprint_default_dict)
       43    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numpy\core\getlimits.py:498(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\abstract.py:173(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:1378(c_api_error)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\itanium_mangler.py:219(prepend_namespace)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:689(_find_in_loops)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler.py:452(define_nopython_pipeline)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:36(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\page.py:150(PageMargins)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\pagebreak.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\marker.py:55(DataPoint)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\effect.py:243(OuterShadow)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\workbook.py:130(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\function_group.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\properties.py:40(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\reader\strings.py:3(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\reader\workbook.py:39(rels)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\external_link\external.py:29(ExternalCell)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:104(typer)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5969(_maybe_cast_with_dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:260(__str__)
       16    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\module.py:204(get_identified_types)
       50    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:236(as_argument)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:869(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1369(<dictcomp>)
       17    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:1127(active_code_library)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typed_passes.py:435(run_pass)
        6    0.000    0.000    0.002    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\sequence.py:84(from_tree)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formula\tokenizer.py:16(Tokenizer)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_writer.py:44(WorksheetWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\fill.py:40(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:56(Hyperlink)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\line_chart.py:50(LineChart)
        1    0.000    0.000    0.003    0.003 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\external_link\__init__.py:3(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\ntpath.py:289(expanduser)
       24    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\textwrap.py:474(predicate)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\textwrap.py:465(indent)
       48    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1371(_validate_parse_dates_presence)
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:560(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\cffi\api.py:433(_get_cached_btype)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\misc.py:115(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\errors.py:310(termcolor)
        3    0.000    0.000    0.003    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:90(get_lines)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:205(emit_environment_sentry)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:277(in_loops)
       28    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:502(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formatting\formatting.py:19(ConditionalFormatting)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\pagebreak.py:46(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\drawing.py:16(Drawing)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:236(SpreadsheetDrawing)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:317(Shape3D)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\graphic.py:41(GraphicFrameLocking)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\print_settings.py:14(PageMargins)
       27    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\construction.py:632(create_series_with_explicit_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\managers.py:206(shape)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:665(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:101(_dispose)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:360(_get_reference)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\context.py:61(register)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:1544(dump_to_string)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:408(_find_exit_points)
        2    0.000    0.000    0.042    0.021 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:946(get_pointer_to_function)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\untyped_passes.py:246(run_pass)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\fills.py:171(GradientFill)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\nested.py:97(from_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\hyperlink.py:9(Hyperlink)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\child.py:70(title)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:65(RowDimension)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\area_chart.py:27(_AreaChartBase)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\picture.py:12(PictureOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:72(Transform2D)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:48(array_typer)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:295(Random_triangular)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\packer.py:167(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\pythonapi.py:632(float_as_double)
       19    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\analysis.py:536(rewrite_array_ndim)
       47    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:398(insert_user_function)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ssa.py:142(<setcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1544(_setevents)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\connector.py:114(Shape)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\properties.py:20(GroupShapeProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\relation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chartsheet\protection.py:13(ChartsheetProtection)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\cffi\cparser.py:295(Parser)
