Fri Apr 23 16:10:32 2021    output.dat

         899508 function calls (875517 primitive calls) in 1.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1254(XMLPullParser)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\colors.py:49(RGB)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\cell\read_only.py:119(EmptyCell)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:185(DimensionHolder)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\merge.py:55(MergedCellRange)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:174(max_row)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\copier.py:9(WorksheetCopy)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\effect.py:163(AlphaModulateEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:408(AdjPoint2D)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\geometry.py:434(ConnectionSiteList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\data_source.py:171(Level)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\table.py:47(HierarchyUsage)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\external_link\external.py:81(ExternalSheetDataSet)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:94(Random_getrandbits)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:98(Random_random)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arraymath.py:835(nan_min_max_factory)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1276(is_string_like_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\managers.py:991(_consolidate_inplace)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3062(_check_decimal)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3476(_clean_index_names)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3971(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\npyimpl.py:120(_ArrayHelper)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\cffi\model.py:12(qualify)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\types\functions.py:492(key)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:234(_cast_member_from_value)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:459(pair_second)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:800(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:1278(insert_before_terminator)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:546(_find_dominators)
        1    0.000    0.000    0.432    0.432 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:78(compile)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:868(cb_compiler)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1153(instructions)
       10    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1170(outgoing_phis)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:105(init_call_helper)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\event.py:420(on_exit)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\codegen.py:864(_object_getbuffer_hook)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:357(walk)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:137(data_only)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:258(DateTime)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\nested.py:23(Nested)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\table.py:367(TableList)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\workbook.py:182(active)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:491(FieldUsage)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\_constants.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cmathdecl.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:197(Numpy_hypergeometric)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\setdecl.py:183(ConcreteInplaceSetOperator)
        1    0.000    0.000    0.040    0.040 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\arraymath.py:32(_check_blas)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\os.py:1073(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\enum.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numpy\core\_methods.py:53(_any)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\common.py:174(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:104(__exit__)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1093(_is_index_col)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\ufunc_db.py:26(get_ufuncs)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cpu_options.py:37(__bool__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:447(get_data_type)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:453(pair_first)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\analysis.py:375(Unknown)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:177(dominance_frontier)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:717(__ne__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:177(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\compiler.py:243(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\bytecode.py:199(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\llvmpy\passes.py:17(_inlining_threshold)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\typed\listobject.py:753(impl_getitem)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\Documents\代刚/程ㄎて穓碝簍衡猭家舱\Algorithm\Tools.py:49(compareTo)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\colors.py:137(RgbColor)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:171(names)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formatting\rule.py:61(RuleType)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\cell_range.py:426(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\child.py:15(avoid_duplicate_name)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\defined_name.py:174(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:160(reset_dimensions)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\comments\shape_writer.py:20(ShapeWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\title.py:68(TitleDescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:878(PageItem)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\cmathdecl.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:123(Random_randint)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:263(Random_unary_distribution)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\np\npdatetime.py:405(_create_timedelta_ordering_impl)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\inspect.py:2531(default)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:846(_is_binary_mode)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1169(_validate_skipfooter_arg)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2695(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\cffi\model.py:91(build_backend_type)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:1831(_index)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3188(parseImpl)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:448(__len__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:499(inner_models)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:78(decorate)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:256(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:233(_df)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:695(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:181(__exit__)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\dispatcher.py:215(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:271(op_NOP)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\listobj.py:1213(literal_list_setitem)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\typed\dictobject.py:674(impl_setitem)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\typed\dictobject.py:1181(literalstrkeydict_impl_get)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\defusedxml\common.py:88(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:71(Max)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:187(Length)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\numbers.py:187(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:251(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\descriptors\excel.py:99(__set__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\child.py:65(title)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:39(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\effect.py:120(BiLevelEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\effect.py:185(AlphaBiLevelEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\data_source.py:35(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\descriptors.py:32(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\table.py:604(RowColField)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\ply\yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\c_ast.py:585(For)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\plyparser.py:13(Coord)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pycparser\plyparser.py:34(PLYParser)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:165(Numpy_negative_binomial)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\randomdecl.py:280(Random_nullary_distribution)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:528(RecordAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:602(ArrayFlagsAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\npdatetime.py:266(DatetimeCmpGE)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\numbers.py:1186(bool_as_bool)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\_collections_abc.py:268(__iter__)
